model,essay_id,respondent_id,question_id,sample_row,prompt_category,prompt_question,mean_total,sd_total,min_total,max_total,n_runs,range_total,cv_total,hitl_status
openai/gpt-oss-120b,87b2ebdadbc2|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|827,87b2ebdadbc2,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,827,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,15.4,1.673320053068151,13.0,17.0,5,4.0,0.10865714630312667,Flagged for Review
openai/gpt-oss-120b,87b44056a204|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|1378,87b44056a204,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,1378,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,8.6,1.5165750888103102,7.0,11.0,5,4.0,0.17634594055933842,Flagged for Review
openai/gpt-oss-120b,87b44056a204|a1047a09-89c5-40f4-92a9-398f17962a42|8899,87b44056a204,a1047a09-89c5-40f4-92a9-398f17962a42,8899,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",9.8,0.44721359549995804,9.0,10.0,5,1.0,0.04563404035713857,Auto-Approve
openai/gpt-oss-120b,8bd188649b7a|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|9339,8bd188649b7a,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,9339,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,,0.0,,,0,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,9461a5d340d2|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|326,9461a5d340d2,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,326,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,26.0,0.0,26.0,26.0,1,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,94c84c78f0aa|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|7949,94c84c78f0aa,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,7949,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,,0.0,,,0,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,954e7d600966|a1047a09-89c5-40f4-92a9-398f17962a42|8114,954e7d600966,a1047a09-89c5-40f4-92a9-398f17962a42,8114,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",31.6,0.5477225575051662,31.0,32.0,5,1.0,0.017332992326112854,Auto-Approve
openai/gpt-oss-120b,954e7d600966|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|8115,954e7d600966,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,8115,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,,0.0,,,0,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,95cb366a815a|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|619,95cb366a815a,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,619,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,28.0,0.0,28.0,28.0,1,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,9675c521adc1|a1047a09-89c5-40f4-92a9-398f17962a42|6823,9675c521adc1,a1047a09-89c5-40f4-92a9-398f17962a42,6823,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",23.4,1.3416407864998734,22.0,25.0,5,3.0,0.05733507634614844,Flagged for Review
openai/gpt-oss-120b,9675c521adc1|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|6824,9675c521adc1,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,6824,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,30.0,1.0,29.0,31.0,5,2.0,0.03333333333333333,Auto-Approve
openai/gpt-oss-120b,99580851fd84|a1047a09-89c5-40f4-92a9-398f17962a42|3454,99580851fd84,a1047a09-89c5-40f4-92a9-398f17962a42,3454,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",12.0,1.8708286933869707,10.0,15.0,5,5.0,0.15590239111558088,Flagged for Review
openai/gpt-oss-120b,9b57eeff7d1d|a1047a09-89c5-40f4-92a9-398f17962a42|3560,9b57eeff7d1d,a1047a09-89c5-40f4-92a9-398f17962a42,3560,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",17.0,2.121320343559643,14.0,19.0,5,5.0,0.12478354962115545,Flagged for Review
openai/gpt-oss-120b,9d375beac5e6|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|3263,9d375beac5e6,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,3263,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,,0.0,,,0,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,9df5d81268e9|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|7759,9df5d81268e9,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,7759,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,8.6,1.1401754250991378,7.0,10.0,5,3.0,0.13257853780222534,Flagged for Review
openai/gpt-oss-120b,9e3aa5bf9e1c|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|4339,9e3aa5bf9e1c,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,4339,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,22.0,0.0,22.0,22.0,1,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,9e4b3c921fc7|a1047a09-89c5-40f4-92a9-398f17962a42|1101,9e4b3c921fc7,a1047a09-89c5-40f4-92a9-398f17962a42,1101,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",30.8,1.095445115010332,29.0,32.0,5,3.0,0.03556639983799779,Flagged for Review
openai/gpt-oss-120b,9fa79a217e4e|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|7716,9fa79a217e4e,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,7716,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,,0.0,,,0,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,a2d506d1d19c|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|9159,a2d506d1d19c,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,9159,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,31.2,0.44721359549995815,31.0,32.0,5,1.0,0.014333769086537121,Auto-Approve
openai/gpt-oss-120b,addc7ec0feb6|a1047a09-89c5-40f4-92a9-398f17962a42|7199,addc7ec0feb6,a1047a09-89c5-40f4-92a9-398f17962a42,7199,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",32.2,1.7888543819998313,31.0,35.0,5,4.0,0.05555448391303823,Flagged for Review
openai/gpt-oss-120b,b22a39f69ab0|a1047a09-89c5-40f4-92a9-398f17962a42|7116,b22a39f69ab0,a1047a09-89c5-40f4-92a9-398f17962a42,7116,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",24.2,1.3038404810405297,22.0,25.0,5,3.0,0.05387770582812106,Flagged for Review
openai/gpt-oss-120b,b22a39f69ab0|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|7117,b22a39f69ab0,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,7117,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,28.0,0.0,28.0,28.0,1,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,b4942d877e83|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|3098,b4942d877e83,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,3098,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,23.2,1.0954451150103321,22.0,25.0,5,3.0,0.04721746185389363,Flagged for Review
openai/gpt-oss-120b,b98d76ae3fea|a1047a09-89c5-40f4-92a9-398f17962a42|4460,b98d76ae3fea,a1047a09-89c5-40f4-92a9-398f17962a42,4460,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",30.6,1.3416407864998738,29.0,32.0,5,3.0,0.0438444701470547,Flagged for Review
openai/gpt-oss-120b,b9d951342abd|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|94,b9d951342abd,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,94,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,31.2,0.44721359549995787,31.0,32.0,5,1.0,0.014333769086537112,Auto-Approve
openai/gpt-oss-120b,bc384d1fbff2|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|6158,bc384d1fbff2,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,6158,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,,0.0,,,0,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,be9d13a7d293|a1047a09-89c5-40f4-92a9-398f17962a42|8721,be9d13a7d293,a1047a09-89c5-40f4-92a9-398f17962a42,8721,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",25.0,1.8708286933869707,23.0,27.0,5,4.0,0.07483314773547883,Flagged for Review
openai/gpt-oss-120b,bf75f8acad2a|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|7506,bf75f8acad2a,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,7506,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,,0.0,,,0,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,c38f7fe5384b|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|4215,c38f7fe5384b,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,4215,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,30.0,0.0,30.0,30.0,1,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,c5ef1cf2c0e0|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|6284,c5ef1cf2c0e0,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,6284,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,31.4,0.8944271909999163,31.0,33.0,5,2.0,0.02848494238853237,Auto-Approve
openai/gpt-oss-120b,c967f9c5e0f9|a1047a09-89c5-40f4-92a9-398f17962a42|2368,c967f9c5e0f9,a1047a09-89c5-40f4-92a9-398f17962a42,2368,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",28.2,2.4899799195977463,24.0,30.0,5,6.0,0.08829716026942364,Flagged for Review
openai/gpt-oss-120b,c967f9c5e0f9|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|2369,c967f9c5e0f9,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,2369,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,,0.0,,,0,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,ca28d8d3fbe5|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|2958,ca28d8d3fbe5,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,2958,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,27.0,2.1213203435596424,25.0,30.0,5,5.0,0.07856742013183861,Flagged for Review
openai/gpt-oss-120b,ca28d8d3fbe5|a1047a09-89c5-40f4-92a9-398f17962a42|2956,ca28d8d3fbe5,a1047a09-89c5-40f4-92a9-398f17962a42,2956,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",27.8,1.0954451150103324,27.0,29.0,5,2.0,0.03940450053994001,Auto-Approve
openai/gpt-oss-120b,ca28d8d3fbe5|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|2957,ca28d8d3fbe5,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,2957,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,,0.0,,,0,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,ca6f9a6e602c|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|6950,ca6f9a6e602c,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,6950,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,25.2,0.8366600265340753,24.0,26.0,5,2.0,0.03320079470373315,Auto-Approve
openai/gpt-oss-120b,cc8ce030d890|a1047a09-89c5-40f4-92a9-398f17962a42|7548,cc8ce030d890,a1047a09-89c5-40f4-92a9-398f17962a42,7548,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",29.6,1.3416407864998734,28.0,31.0,5,3.0,0.04532570224661734,Flagged for Review
openai/gpt-oss-120b,d41825f4d840|a1047a09-89c5-40f4-92a9-398f17962a42|5342,d41825f4d840,a1047a09-89c5-40f4-92a9-398f17962a42,5342,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",25.2,0.8366600265340753,24.0,26.0,5,2.0,0.03320079470373315,Auto-Approve
openai/gpt-oss-120b,d41825f4d840|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|5343,d41825f4d840,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,5343,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,,0.0,,,0,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,d62370ba9caa|a1047a09-89c5-40f4-92a9-398f17962a42|3832,d62370ba9caa,a1047a09-89c5-40f4-92a9-398f17962a42,3832,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",30.0,1.0,29.0,31.0,5,2.0,0.03333333333333333,Auto-Approve
openai/gpt-oss-120b,d651f7edd84d|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|3329,d651f7edd84d,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,3329,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,20.0,0.0,20.0,20.0,1,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,db19d118da54|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|8616,db19d118da54,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,8616,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,31.4,0.8944271909999157,31.0,33.0,5,2.0,0.02848494238853235,Auto-Approve
openai/gpt-oss-120b,dcab3dc41ef1|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|2726,dcab3dc41ef1,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,2726,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,28.2,1.0954451150103321,27.0,30.0,5,3.0,0.0388455714542671,Flagged for Review
openai/gpt-oss-120b,df866b35ad62|a1047a09-89c5-40f4-92a9-398f17962a42|2914,df866b35ad62,a1047a09-89c5-40f4-92a9-398f17962a42,2914,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",31.4,1.6733200530681516,30.0,34.0,5,4.0,0.05329044754994113,Flagged for Review
openai/gpt-oss-120b,df866b35ad62|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|2915,df866b35ad62,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,2915,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,,0.0,,,0,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,e31b5c6c663d|a1047a09-89c5-40f4-92a9-398f17962a42|410,e31b5c6c663d,a1047a09-89c5-40f4-92a9-398f17962a42,410,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",22.4,2.073644135332772,21.0,26.0,5,5.0,0.09257339889878446,Flagged for Review
openai/gpt-oss-120b,e9dd075c0134|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|6623,e9dd075c0134,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,6623,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,31.4,1.51657508881031,29.0,33.0,5,4.0,0.04829856970733472,Flagged for Review
openai/gpt-oss-120b,e9dd075c0134|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|6622,e9dd075c0134,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,6622,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,31.0,0.0,31.0,31.0,1,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,ed262e8b275b|a1047a09-89c5-40f4-92a9-398f17962a42|7840,ed262e8b275b,a1047a09-89c5-40f4-92a9-398f17962a42,7840,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",25.4,1.6733200530681513,24.0,28.0,5,4.0,0.06587874224677762,Flagged for Review
openai/gpt-oss-120b,eee1fbeeafe4|a1047a09-89c5-40f4-92a9-398f17962a42|1969,eee1fbeeafe4,a1047a09-89c5-40f4-92a9-398f17962a42,1969,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",23.8,2.1679483388678804,21.0,26.0,5,5.0,0.09109026633898656,Flagged for Review
openai/gpt-oss-120b,f0cbd49c525a|a1047a09-89c5-40f4-92a9-398f17962a42|7883,f0cbd49c525a,a1047a09-89c5-40f4-92a9-398f17962a42,7883,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",29.4,1.51657508881031,27.0,31.0,5,4.0,0.051584186694228235,Flagged for Review
openai/gpt-oss-120b,f226b2d710dd|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|1296,f226b2d710dd,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,1296,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,28.2,0.8366600265340757,27.0,29.0,5,2.0,0.029668795267165805,Auto-Approve
openai/gpt-oss-120b,f226b2d710dd|a1047a09-89c5-40f4-92a9-398f17962a42|1294,f226b2d710dd,a1047a09-89c5-40f4-92a9-398f17962a42,1294,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",30.2,1.4832396974191326,28.0,32.0,5,4.0,0.049113897265534195,Flagged for Review
openai/gpt-oss-120b,f5480aa1a008|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|8323,f5480aa1a008,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,8323,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,32.2,1.9235384061671341,30.0,35.0,5,5.0,0.059737217582830245,Flagged for Review
openai/gpt-oss-120b,f68c8a483883|a1047a09-89c5-40f4-92a9-398f17962a42|6472,f68c8a483883,a1047a09-89c5-40f4-92a9-398f17962a42,6472,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",27.4,1.5165750888103102,25.0,29.0,5,4.0,0.055349455795996726,Flagged for Review
openai/gpt-oss-120b,f8a021b20bbf|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|9069,f8a021b20bbf,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,9069,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,34.8,1.7888543819998313,32.0,36.0,5,4.0,0.05140386155171929,Flagged for Review
openai/gpt-oss-120b,fa65d9a76b96|a1047a09-89c5-40f4-92a9-398f17962a42|741,fa65d9a76b96,a1047a09-89c5-40f4-92a9-398f17962a42,741,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",19.8,2.387467277262665,17.0,23.0,5,6.0,0.1205791554173063,Flagged for Review
openai/gpt-oss-120b,fa65d9a76b96|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|742,fa65d9a76b96,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,742,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,,0.0,,,0,0.0,0.0,Auto-Approve
openai/gpt-oss-120b,ff7ff475f8b7|a1047a09-89c5-40f4-92a9-398f17962a42|910,ff7ff475f8b7,a1047a09-89c5-40f4-92a9-398f17962a42,910,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",27.2,1.30384048104053,25.0,28.0,5,3.0,0.047935311802960665,Flagged for Review
qwen/qwen3-32b,014ee4680940|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|8510,014ee4680940,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,8510,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,27.8,1.9235384061671343,25.0,30.0,5,5.0,0.06919202899881778,Flagged for Review
qwen/qwen3-32b,0196496633f0|a1047a09-89c5-40f4-92a9-398f17962a42|6324,0196496633f0,a1047a09-89c5-40f4-92a9-398f17962a42,6324,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",11.2,2.7748873851023217,9.0,16.0,5,7.0,0.24775780224127875,Flagged for Review
qwen/qwen3-32b,023dd880204c|50d3d866-6ccd-411d-b837-8e9a9e7d2f2d|535,023dd880204c,50d3d866-6ccd-411d-b837-8e9a9e7d2f2d,535,tech_society_opinion,Some people think that for robots are very important to you human future development. other think that they are dangerous and have negative effect on society discuss both view and give your opinion.,29.4,3.974921382870358,24.0,34.0,5,10.0,0.13520140758062443,Flagged for Review
qwen/qwen3-32b,0555d4dcd0db|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|5198,0555d4dcd0db,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,5198,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,9.6,2.6076809620810595,7.0,13.0,5,6.0,0.2716334335501104,Flagged for Review
qwen/qwen3-32b,0a3c8dd08980|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|5562,0a3c8dd08980,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,5562,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,23.2,4.08656334834051,20.0,30.0,5,10.0,0.17614497191122888,Flagged for Review
qwen/qwen3-32b,0bcd7a9daa7c|a1047a09-89c5-40f4-92a9-398f17962a42|4873,0bcd7a9daa7c,a1047a09-89c5-40f4-92a9-398f17962a42,4873,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",35.6,0.8944271909999163,34.0,36.0,5,2.0,0.025124359297750455,Auto-Approve
qwen/qwen3-32b,0d2ec5cbdecb|a1047a09-89c5-40f4-92a9-398f17962a42|2409,0d2ec5cbdecb,a1047a09-89c5-40f4-92a9-398f17962a42,2409,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",35.6,0.547722557505166,35.0,36.0,5,1.0,0.015385465098459717,Auto-Approve
qwen/qwen3-32b,0d2ec5cbdecb|ce6cb90d-2d98-4565-b69b-9572a2a35e3d|2410,0d2ec5cbdecb,ce6cb90d-2d98-4565-b69b-9572a2a35e3d,2410,social_policy_opinion,Some think that governments should support retired people financially while others believe they should take care of themselves. Discuss both views and give your own opinion.,34.0,1.2247448713915896,33.0,36.0,5,3.0,0.036021907982105576,Flagged for Review
qwen/qwen3-32b,111145da894c|a1047a09-89c5-40f4-92a9-398f17962a42|701,111145da894c,a1047a09-89c5-40f4-92a9-398f17962a42,701,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",29.4,3.209361307176242,27.0,35.0,5,8.0,0.1091619492236817,Flagged for Review
qwen/qwen3-32b,115428f52f9c|a1047a09-89c5-40f4-92a9-398f17962a42|6537,115428f52f9c,a1047a09-89c5-40f4-92a9-398f17962a42,6537,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",28.6,2.8809720581775866,25.0,31.0,5,6.0,0.10073328874746806,Flagged for Review
qwen/qwen3-32b,135c39acc134|a1047a09-89c5-40f4-92a9-398f17962a42|5752,135c39acc134,a1047a09-89c5-40f4-92a9-398f17962a42,5752,data_report,"The charts above show the results of a survey of adult education. The first chart shows the reasons why adults decide to study. The pie chart shows how people think the costs of adult education should be shared. Write a report for a university lecturer, describing the information shown above.",17.2,5.805170109479997,12.0,24.0,5,12.0,0.33750989008604637,Flagged for Review
